listing_key,ticker,exchange,asset_type,isin,instrument_group_key,instrument_scope,scope_reason,primary_listing_key
OTC::IGDFF,IGDFF,OTC,Stock,GB0004526900,GB0004526900,extended,otc_listing,LSE::IGR
OTC::IGEN,IGEN,OTC,Stock,US45172B1026,US45172B1026,extended,otc_listing,OTC::IGEN
OTC::IGESF,IGESF,OTC,Stock,GB00BZ042C28,GB00BZ042C28,extended,otc_listing,LSE::STAR
OTC::IGEX,IGEX,OTC,Stock,US45579B1017,US45579B1017,extended,otc_listing,OTC::IGEX
OTC::IGFFF,IGFFF,OTC,Stock,CA45671C1068,CA45671C1068,extended,otc_listing,OTC::IGFFF
OTC::IGGGF,IGGGF,OTC,Stock,KYG6771K1022,KYG6771K1022,extended,otc_listing,HKEX::00799
OTC::IGGRF,IGGRF,OTC,Stock,GB00B06QFB75,GB00B06QFB75,extended,otc_listing,LSE::IGG
OTC::IGIFF,IGIFF,OTC,Stock,CA4495861060,CA4495861060,extended,otc_listing,OTC::IGIFF
OTC::IGLDF,IGLDF,OTC,Stock,IL0010834435,IL0010834435,extended,otc_listing,OTC::IGLDF
OTC::IGNE,IGNE,OTC,Stock,US4516951005,US4516951005,extended,otc_listing,OTC::IGNE
OTC::IGNT,IGNT,OTC,Stock,US45684G5080,US45684G5080,extended,otc_listing,OTC::IGNT
OTC::IGOT,IGOT,OTC,Stock,US3444292045,US3444292045,extended,otc_listing,OTC::IGOT
OTC::IGPG,IGPG,OTC,Stock,US4517251058,US4517251058,extended,otc_listing,OTC::IGPG
OTC::IGPK,IGPK,OTC,Stock,US45825Q1004,US45825Q1004,extended,otc_listing,OTC::IGPK
OTC::IGPTF,IGPTF,OTC,Stock,JP3833770005,JP3833770005,extended,otc_listing,TSE::3791
OTC::IGPYF,IGPYF,OTC,Stock,NZARGE0010S7,NZARGE0010S7,extended,otc_listing,OTC::IGPYF
OTC::IGRU,IGRU,OTC,Stock,US45956C2017,US45956C2017,extended,otc_listing,OTC::IGRU
OTC::IGRW,IGRW,OTC,Stock,US45841X1054,US45841X1054,extended,otc_listing,OTC::IGRW
OTC::IGTA,IGTA,OTC,Stock,US45333D1046,US45333D1046,extended,otc_listing,OTC::IGTA
OTC::IHAI,IHAI,OTC,Stock,US4576723013,US4576723013,extended,otc_listing,OTC::IHAI
OTC::IHCNF,IHCNF,OTC,ETF,IE00B52SF786,IE00B52SF786,extended,otc_listing,LSE::CCAU
OTC::IHCPF,IHCPF,OTC,Stock,GB00B61TVQ02,GB00B61TVQ02,extended,otc_listing,LSE::INCH
OTC::IHGP,IHGP,OTC,Stock,US45839W5076,US45839W5076,extended,otc_listing,OTC::IHGP
OTC::IHHFF,IHHFF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IHICF,IHICF,OTC,Stock,JP3134800006,JP3134800006,extended,otc_listing,OTC::IHICF
OTC::IHLDF,IHLDF,OTC,Stock,CA45258G1081,CA45258G1081,extended,otc_listing,OTC::IHLDF
OTC::IHPCF,IHPCF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IHPGF,IHPGF,OTC,Stock,GB00BD45SH49,GB00BD45SH49,extended,otc_listing,LSE::IHP
OTC::IHREF,IHREF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IHRMF,IHRMF,OTC,ETF,IE00B02KXH56,IE00B02KXH56,extended,otc_listing,LSE::IJPN
OTC::IHRPF,IHRPF,OTC,ETF,IE00B02KXK85,IE00B02KXK85,extended,otc_listing,LSE::IDFX
OTC::IHRTB,IHRTB,OTC,Stock,US45174J6082,US45174J6082,extended,otc_listing,OTC::IHRTB
OTC::IHSFF,IHSFF,OTC,ETF,IE00BDZVH859,IE00BDZVH859,extended,otc_listing,LSE::ITPG
OTC::IHSRF,IHSRF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IHSXF,IHSXF,OTC,ETF,IE00B14X4M10,IE00B14X4M10,extended,otc_listing,LSE::INAA
OTC::IHSZF,IHSZF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IHTI,IHTI,OTC,Stock,US45822A2078,US45822A2078,extended,otc_listing,OTC::IHTI
OTC::IHVPF,IHVPF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IHYBF,IHYBF,OTC,ETF,IE000M9FJ295,IE000M9FJ295,extended,otc_listing,LSE::SEGP
OTC::IICN,IICN,OTC,Stock,US16950N1054,US16950N1054,extended,otc_listing,OTC::IICN
OTC::IIDDY,IIDDY,OTC,Stock,US44959T1051,US44959T1051,extended,otc_listing,OTC::IIDDY
OTC::IIPZF,IIPZF,OTC,Stock,CA46071W2058,CA46071W2058,extended,otc_listing,TSX::IIP-UN
OTC::IIQPF,IIQPF,OTC,ETF,IE00BD1F4N50,IE00BD1F4N50,extended,otc_listing,LSE::IUMF
OTC::IIREF,IIREF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IISBF,IISBF,OTC,ETF,IE0000UJ3480,IE0000UJ3480,extended,otc_listing,LSE::D28A
OTC::IISGF,IISGF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IITSF,IITSF,OTC,Stock,IT0000072618,IT0000072618,extended,otc_listing,Borsa Italiana::ISP
OTC::IIVPF,IIVPF,OTC,ETF,,OTC::IIVPF,extended,otc_listing,OTC::IIVPF
OTC::IIXFF,IIXFF,OTC,ETF,IE00BYZ28V50,IE00BYZ28V50,extended,otc_listing,LSE::IGLA
OTC::IJJP,IJJP,OTC,Stock,US44963Q2049,US44963Q2049,extended,otc_listing,OTC::IJJP
OTC::IKTO,IKTO,OTC,Stock,US46574A2050,US46574A2050,extended,otc_listing,OTC::IKTO
OTC::IKTSF,IKTSF,OTC,Stock,GB0031638363,GB0031638363,extended,otc_listing,LSE::ITRK
OTC::IKTSY,IKTSY,OTC,Stock,US4611301064,US4611301064,extended,otc_listing,OTC::IKTSY
OTC::ILAL,ILAL,OTC,Stock,US4597411044,US4597411044,extended,otc_listing,OTC::ILAL
OTC::ILALD,ILALD,OTC,Stock,,OTC::ILALD,extended,otc_listing,OTC::ILALD
OTC::ILDO,ILDO,OTC,Stock,US45937N2018,US45937N2018,extended,otc_listing,OTC::ILDO
OTC::ILIKF,ILIKF,OTC,Stock,GB00B608Z994,GB00B608Z994,extended,otc_listing,LSE::IKA
OTC::ILIM,ILIM,OTC,Stock,US45173T1025,US45173T1025,extended,otc_listing,OTC::ILIM
OTC::ILKAF,ILKAF,OTC,Stock,AU000000ILU1,AU000000ILU1,extended,otc_listing,ASX::ILU
OTC::ILLMF,ILLMF,OTC,Stock,CA45232V1067,CA45232V1067,extended,otc_listing,TSX::ILLM
OTC::ILPMF,ILPMF,OTC,Stock,IE00BWB8X525,IE00BWB8X525,extended,otc_listing,LSE::PTSB
OTC::ILST,ILST,OTC,Stock,US4603712062,US4603712062,extended,otc_listing,OTC::ILST
OTC::ILUS,ILUS,OTC,Stock,US4523721052,US4523721052,extended,otc_listing,OTC::ILUS
OTC::ILXP,ILXP,OTC,Stock,US4598312027,US4598312027,extended,otc_listing,OTC::ILXP
OTC::IMATF,IMATF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IMBBF,IMBBF,OTC,Stock,GB0004544929,GB0004544929,extended,otc_listing,LSE::IMB
OTC::IMBBY,IMBBY,OTC,Stock,US45262P1021,US45262P1021,extended,otc_listing,OTC::IMBBY
OTC::IMBXF,IMBXF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IMCDY,IMCDY,OTC,Stock,NL0010801007,NL0010801007,extended,otc_listing,AMS::IMCD
OTC::IMCI,IMCI,OTC,Stock,US4569103066,US4569103066,extended,otc_listing,OTC::IMCI
OTC::IMDXF,IMDXF,OTC,Stock,AU000000IMD5,AU000000IMD5,extended,otc_listing,ASX::IMD
OTC::IMDZF,IMDZF,OTC,Stock,NL0010801007,NL0010801007,extended,otc_listing,AMS::IMCD
OTC::IMEXF,IMEXF,OTC,Stock,CA45250L1058,CA45250L1058,extended,otc_listing,OTC::IMEXF
OTC::IMHDY,IMHDY,OTC,Stock,US46429H1086,US46429H1086,extended,otc_listing,OTC::IMHDY
OTC::IMIAF,IMIAF,OTC,Stock,GB00BGLP8L22,GB00BGLP8L22,extended,otc_listing,LSE::IMI
OTC::IMIID,IMIID,OTC,Stock,,OTC::IMIID,extended,otc_listing,OTC::IMIID
OTC::IMIMF,IMIMF,OTC,Stock,CA46072A2020,CA46072A2020,extended,otc_listing,OTC::IMIMF
OTC::IMITF,IMITF,OTC,Stock,CA4629231032,CA4629231032,extended,otc_listing,OTC::IMITF
OTC::IMIUY,IMIUY,OTC,Stock,US44969D3061,US44969D3061,extended,otc_listing,OTC::IMIUY
OTC::IMJX,IMJX,OTC,Stock,US45248C1009,US45248C1009,extended,otc_listing,OTC::IMJX
OTC::IMMB,IMMB,OTC,Stock,US45254F2039,US45254F2039,extended,otc_listing,OTC::IMMB
OTC::IMMFF,IMMFF,OTC,Stock,AU0000082489,AU0000082489,extended,otc_listing,OTC::IMMFF
OTC::IMMG,IMMG,OTC,Stock,US45250J1007,US45250J1007,extended,otc_listing,OTC::IMMG
OTC::IMMQF,IMMQF,OTC,Stock,IT0005322612,IT0005322612,extended,otc_listing,LSE::0STP
OTC::IMMVF,IMMVF,OTC,Stock,SE0006091997,SE0006091997,extended,otc_listing,STO::IMMNOV
OTC::IMPM,IMPM,OTC,Stock,US45254P5089,US45254P5089,extended,otc_listing,OTC::IMPM
OTC::IMPPF,IMPPF,OTC,ETF,IE00BG482169,IE00BG482169,extended,otc_listing,LSE::PRAC
OTC::IMPUF,IMPUF,OTC,Stock,US4525533083,US4525533083,extended,otc_listing,LSE::0S2J
OTC::IMPUY,IMPUY,OTC,Stock,US4525533083,US4525533083,extended,otc_listing,LSE::0S2J
OTC::IMQCF,IMQCF,OTC,Stock,ES0139140174,ES0139140174,extended,otc_listing,BME::COL
OTC::IMRFF,IMRFF,OTC,Stock,CA45250A4063,CA45250A4063,extended,otc_listing,OTC::IMRFF
OTC::IMRSQ,IMRSQ,OTC,Stock,CA45322N1050,CA45322N1050,extended,otc_listing,OTC::IMRSQ
OTC::IMSBF,IMSBF,OTC,ETF,IE00B40B8R38,IE00B40B8R38,extended,otc_listing,LSE::ICSU
OTC::IMSCF,IMSCF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IMSEF,IMSEF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IMSIF,IMSIF,OTC,ETF,IE00B1XNHC34,IE00B1XNHC34,extended,otc_listing,LSE::INRG
OTC::IMSXF,IMSXF,OTC,ETF,IE00B4LN9N13,IE00B4LN9N13,extended,otc_listing,LSE::IISU
OTC::IMTCF,IMTCF,OTC,Stock,CA46123W2031,CA46123W2031,extended,otc_listing,OTC::IMTCF
OTC::IMTH,IMTH,OTC,Stock,US45782W1080,US45782W1080,extended,otc_listing,OTC::IMTH
OTC::IMTL,IMTL,OTC,Stock,US45074L1098,US45074L1098,extended,otc_listing,OTC::IMTL
OTC::IMTV,IMTV,OTC,Stock,US45249L1098,US45249L1098,extended,otc_listing,OTC::IMTV
OTC::IMUC,IMUC,OTC,Stock,US4525364026,US4525364026,extended,otc_listing,OTC::IMUC
OTC::IMWEF,IMWEF,OTC,ETF,IE00BFNM3J75,IE00BFNM3J75,extended,otc_listing,LSE::SAWD
OTC::IMXCF,IMXCF,OTC,Stock,KYG476341030,KYG476341030,extended,otc_listing,HKEX::01970
OTC::IMYSF,IMYSF,OTC,Stock,FR0000120859,FR0000120859,extended,otc_listing,Euronext::NK
OTC::IMYSY,IMYSY,OTC,Stock,FR0000120859,FR0000120859,extended,otc_listing,Euronext::NK
OTC::INAR,INAR,OTC,Stock,US46062P3001,US46062P3001,extended,otc_listing,OTC::INAR
OTC::INBC,INBC,OTC,Stock,US45332V1052,US45332V1052,extended,otc_listing,OTC::INBC
OTC::INBI,INBI,OTC,Stock,US45685W1062,US45685W1062,extended,otc_listing,OTC::INBI
OTC::INBP,INBP,OTC,Stock,US45811V1052,US45811V1052,extended,otc_listing,OTC::INBP
OTC::INCC,INCC,OTC,Stock,US4593571098,US4593571098,extended,otc_listing,OTC::INCC
OTC::INCPF,INCPF,OTC,Stock,KYG4783B1032,KYG4783B1032,extended,otc_listing,HKEX::09969
OTC::INDHF,INDHF,OTC,Stock,DE0006200108,DE0006200108,extended,otc_listing,XETRA::INH
OTC::INEOF,INEOF,OTC,Stock,CA45674Q1028,CA45674Q1028,extended,otc_listing,OTC::INEOF
OTC::INFFF,INFFF,OTC,Stock,CA45823T8095,CA45823T8095,extended,otc_listing,OTC::INFFF
OTC::INFT,INFT,OTC,Stock,US45673T1079,US45673T1079,extended,otc_listing,OTC::INFT
OTC::INGEF,INGEF,OTC,Stock,AU000000INA9,AU000000INA9,extended,otc_listing,ASX::INA
OTC::INGVF,INGVF,OTC,Stock,NL0011821202,NL0011821202,extended,otc_listing,AMS::INGA
OTC::INHC,INHC,OTC,Stock,US45777R1068,US45777R1068,extended,otc_listing,OTC::INHC
OTC::INIKF,INIKF,OTC,Stock,CA4622211023,CA4622211023,extended,otc_listing,OTC::INIKF
OTC::INIS,INIS,OTC,Stock,US45972C1027,US45972C1027,extended,otc_listing,OTC::INIS
OTC::INIX,INIX,OTC,Stock,US45170U5083,US45170U5083,extended,otc_listing,OTC::INIX
OTC::INKW,INKW,OTC,Stock,US39468C3043,US39468C3043,extended,otc_listing,OTC::INKW
OTC::INLB,INLB,OTC,Stock,US46564C2035,US46564C2035,extended,otc_listing,OTC::INLB
OTC::INND,INND,OTC,Stock,US45781P1049,US45781P1049,extended,otc_listing,OTC::INND
OTC::INNI,INNI,OTC,Stock,US45777T1025,US45777T1025,extended,otc_listing,OTC::INNI
OTC::INNMF,INNMF,OTC,Stock,AU0000023822,AU0000023822,extended,otc_listing,OTC::INNMF
OTC::INNPF,INNPF,OTC,Stock,CA45783P5085,CA45783P5085,extended,otc_listing,OTC::INNPF
OTC::INNX,INNX,OTC,Stock,US45667P1030,US45667P1030,extended,otc_listing,OTC::INNX
OTC::INOH,INOH,OTC,Stock,US4532291063,US4532291063,extended,otc_listing,OTC::INOH
OTC::INOQ,INOQ,OTC,Stock,US87267M1062,US87267M1062,extended,otc_listing,OTC::INOQ
OTC::INOW,INOW,OTC,Stock,US4566643098,US4566643098,extended,otc_listing,OTC::INOW
OTC::INPOF,INPOF,OTC,Stock,LU2290522684,LU2290522684,extended,otc_listing,LSE::0A6K
OTC::INPOY,INPOY,OTC,Stock,LU2290522684,LU2290522684,extended,otc_listing,LSE::0A6K
OTC::INQD,INQD,OTC,Stock,US45580E1029,US45580E1029,extended,otc_listing,OTC::INQD
OTC::INREF,INREF,OTC,Stock,PAL1801171A1,PAL1801171A1,extended,otc_listing,OTC::INREF
OTC::INRLF,INRLF,OTC,Stock,FR0004056851,FR0004056851,extended,otc_listing,Euronext::VLA
OTC::INSD,INSD,OTC,Stock,CA45783B1031,CA45783B1031,extended,otc_listing,OTC::INSD
OTC::INSO,INSO,OTC,Stock,US45673Q1031,US45673Q1031,extended,otc_listing,OTC::INSO
OTC::INSSF,INSSF,OTC,Stock,CA4577771005,CA4577771005,extended,otc_listing,OTC::INSSF
OTC::INTAF,INTAF,OTC,Stock,CA45823T6016,CA45823T6016,extended,otc_listing,OTC::INTAF
OTC::INTE,INTE,OTC,Stock,US45827K1016,US45827K1016,extended,otc_listing,OTC::INTE
OTC::INTH,INTH,OTC,Stock,US45771C1053,US45771C1053,extended,otc_listing,OTC::INTH
OTC::INTI,INTI,OTC,Stock,US45720M1053,US45720M1053,extended,otc_listing,OTC::INTI
OTC::INTK,INTK,OTC,Stock,US4562771026,US4562771026,extended,otc_listing,OTC::INTK
OTC::INTWF,INTWF,OTC,Stock,CA81948A1021,CA81948A1021,extended,otc_listing,OTC::INTWF
OTC::INUMF,INUMF,OTC,Stock,CA45675B2030,CA45675B2030,extended,otc_listing,OTC::INUMF
OTC::INVLW,INVLW,OTC,Stock,US45784M1080,US45784M1080,extended,otc_listing,NASDAQ::INV
OTC::INVMF,INVMF,OTC,ETF,IE00B3YCGJ38,IE00B3YCGJ38,extended,otc_listing,LSE::SPXP
OTC::INVRF,INVRF,OTC,Stock,CA46125M1041,CA46125M1041,extended,otc_listing,OTC::INVRF
OTC::INVU,INVU,OTC,Stock,US46183W1018,US46183W1018,extended,otc_listing,OTC::INVU
OTC::INVUP,INVUP,OTC,Stock,US46183W3097,US46183W3097,extended,otc_listing,OTC::INVUP
OTC::INXSF,INXSF,OTC,Stock,CA46118C1059,CA46118C1059,extended,otc_listing,TSXV::INX
OTC::IOBCF,IOBCF,OTC,Stock,BE0003766806,BE0003766806,extended,otc_listing,LSE::0GZK
OTC::IOFNF,IOFNF,OTC,Stock,GB00B2QL5C79,GB00B2QL5C79,extended,otc_listing,LSE::IOF
OTC::IOIHF,IOIHF,OTC,Stock,MYL1635OO001,MYL1635OO001,extended,otc_listing,OTC::IOIHF
OTC::IOIOF,IOIOF,OTC,Stock,,OTC::IOIOF,extended,otc_listing,OTC::IOIOF
OTC::IONAF,IONAF,OTC,Stock,CA46205X1033,CA46205X1033,extended,otc_listing,OTC::IONAF
OTC::IONGF,IONGF,OTC,Stock,CA68827W1077,CA68827W1077,extended,otc_listing,OTC::IONGF
OTC::IONI,IONI,OTC,Stock,US44988A1016,US44988A1016,extended,otc_listing,OTC::IONI
OTC::IONKF,IONKF,OTC,Stock,CA98913D5073,CA98913D5073,extended,otc_listing,OTC::IONKF
OTC::IOOFF,IOOFF,OTC,Stock,US44987J1034,US44987J1034,extended,otc_listing,OTC::IOOFF
OTC::IPAH,IPAH,OTC,Stock,US4605881063,US4605881063,extended,otc_listing,OTC::IPAH
OTC::IPCEF,IPCEF,OTC,Stock,JP3102360009,JP3102360009,extended,otc_listing,TSE::9348
OTC::IPCFF,IPCFF,OTC,Stock,CA46016U1084,CA46016U1084,extended,otc_listing,LSE::0V1L
OTC::IPDQF,IPDQF,OTC,Stock,AU000000IPD8,AU000000IPD8,extended,otc_listing,OTC::IPDQF
OTC::IPEU,IPEU,OTC,Stock,US46263L1089,US46263L1089,extended,otc_listing,OTC::IPEU
OTC::IPFPF,IPFPF,OTC,Stock,,OTC::IPFPF,extended,otc_listing,OTC::IPFPF
OTC::IPGDF,IPGDF,OTC,Stock,AU000000IGO4,AU000000IGO4,extended,otc_listing,OTC::IPGDF
OTC::IPGGF,IPGGF,OTC,Stock,KYG4750S1131,KYG4750S1131,extended,otc_listing,HKEX::00776
OTC::IPGLF,IPGLF,OTC,Stock,IT0001078911,IT0001078911,extended,otc_listing,LSE::0EWD
OTC::IPHLF,IPHLF,OTC,Stock,AU000000IPH9,AU000000IPH9,extended,otc_listing,OTC::IPHLF
OTC::IPHYF,IPHYF,OTC,Stock,FR0010331421,FR0010331421,extended,otc_listing,Euronext::IPH
OTC::IPIC,IPIC,OTC,Stock,US46263D1063,US46263D1063,extended,otc_listing,OTC::IPIC
OTC::IPIX,IPIX,OTC,Stock,US45782D1000,US45782D1000,extended,otc_listing,OTC::IPIX
OTC::IPKL,IPKL,OTC,Stock,US46262T1025,US46262T1025,extended,otc_listing,OTC::IPKL
OTC::IPLY,IPLY,OTC,Stock,US4606151078,US4606151078,extended,otc_listing,OTC::IPLY
OTC::IPMG,IPMG,OTC,Stock,US4601881059,US4601881059,extended,otc_listing,OTC::IPMG
OTC::IPMLF,IPMLF,OTC,Stock,CA4528921022,CA4528921022,extended,otc_listing,OTC::IPMLF
OTC::IPNAF,IPNAF,OTC,Stock,JP3393500008,JP3393500008,extended,otc_listing,OTC::IPNAF
OTC::IPNFF,IPNFF,OTC,Stock,CA45250P1062,CA45250P1062,extended,otc_listing,OTC::IPNFF
OTC::IPOAF,IPOAF,OTC,Stock,MXP554091415,MXP554091415,extended,otc_listing,BMV::PE&OLES
OTC::IPOOF,IPOOF,OTC,Stock,CA45780T2065,CA45780T2065,extended,otc_listing,OTC::IPOOF
OTC::IPRC,IPRC,OTC,Stock,US45308Q1067,US45308Q1067,extended,otc_listing,OTC::IPRC
OTC::IPSEF,IPSEF,OTC,Stock,FR0010259150,FR0010259150,extended,otc_listing,Euronext::IPN
OTC::IPSI,IPSI,OTC,Stock,US45783M1099,US45783M1099,extended,otc_listing,OTC::IPSI
OTC::IPSOF,IPSOF,OTC,Stock,FR0000073298,FR0000073298,extended,otc_listing,Euronext::IPS
OTC::IPTK,IPTK,OTC,Stock,US00214P1066,US00214P1066,extended,otc_listing,OTC::IPTK
OTC::IPTNF,IPTNF,OTC,Stock,CA45259C1068,CA45259C1068,extended,otc_listing,OTC::IPTNF
OTC::IPUB,IPUB,OTC,Stock,US98978F1084,US98978F1084,extended,otc_listing,OTC::IPUB
OTC::IPWG,IPWG,OTC,Stock,,OTC::IPWG,extended,otc_listing,OTC::IPWG
OTC::IPXAF,IPXAF,OTC,Stock,GB0004905260,GB0004905260,extended,otc_listing,OTC::IPXAF
OTC::IPXHF,IPXHF,OTC,Stock,JP3294460005,JP3294460005,extended,otc_listing,OTC::IPXHF
OTC::IPZYF,IPZYF,OTC,Stock,GB00B128J450,GB00B128J450,extended,otc_listing,OTC::IPZYF
OTC::IQEPF,IQEPF,OTC,Stock,GB0009619924,GB0009619924,extended,otc_listing,LSE::IQE
OTC::IQEPY,IQEPY,OTC,Stock,US44986P1003,US44986P1003,extended,otc_listing,OTC::IQEPY
OTC::IQOLF,IQOLF,OTC,Stock,,OTC::IQOLF,extended,otc_listing,OTC::IQOLF
OTC::IQSHF,IQSHF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IRBL,IRBL,OTC,Stock,US45773P1049,US45773P1049,extended,otc_listing,OTC::IRBL
OTC::IRCDF,IRCDF,OTC,Stock,,OTC::IRCDF,extended,otc_listing,OTC::IRCDF
OTC::IRCKF,IRCKF,OTC,Stock,CA4583541079,CA4583541079,extended,otc_listing,TSXV::IRO
OTC::IRCUF,IRCUF,OTC,Stock,IE00BLP58571,IE00BLP58571,extended,otc_listing,ISE::IR5B
OTC::IREHF,IREHF,OTC,Stock,AU000000IRI3,AU000000IRI3,extended,otc_listing,OTC::IREHF
OTC::IREMF,IREMF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IRESF,IRESF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IRGRF,IRGRF,OTC,ETF,IE000NITTFF2,IE000NITTFF2,extended,otc_listing,LSE::R1GB
OTC::IRICF,IRICF,OTC,Stock,IL0006130343,IL0006130343,extended,otc_listing,TASE::ISRS
OTC::IRIDQ,IRIDQ,OTC,Stock,USG493981033,USG493981033,extended,otc_listing,OTC::IRIDQ
OTC::IRIG,IRIG,OTC,Stock,US45825L1017,US45825L1017,extended,otc_listing,OTC::IRIG
OTC::IRLCF,IRLCF,OTC,Stock,IL0005760173,IL0005760173,extended,otc_listing,TASE::ILCO
OTC::IRLTF,IRLTF,OTC,Stock,GRS343313003,GRS343313003,extended,otc_listing,ATHEX::BYLOT
OTC::IRME,IRME,OTC,Stock,US46265R1032,US46265R1032,extended,otc_listing,OTC::IRME
OTC::IRMTF,IRMTF,OTC,Stock,CA45676A1057,CA45676A1057,extended,otc_listing,TSX::ISC
OTC::IRNRF,IRNRF,OTC,Stock,AU000000IRD4,AU000000IRD4,extended,otc_listing,OTC::IRNRF
OTC::IRNS,IRNS,OTC,Stock,US4632282053,US4632282053,extended,otc_listing,OTC::IRNS
OTC::IRRHF,IRRHF,OTC,Stock,CH0006372897,CH0006372897,extended,otc_listing,SIX::INRN
OTC::IRRRF,IRRRF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::IRSIF,IRSIF,OTC,ETF,IE00BDFJYP58,IE00BDFJYP58,extended,otc_listing,LSE::WIAU
OTC::IRSLF,IRSLF,OTC,ETF,IE0002EKOXU6,IE0002EKOXU6,extended,otc_listing,LSE::R1VL
OTC::IRVDF,IRVDF,OTC,Stock,,OTC::IRVDF,extended,otc_listing,OTC::IRVDF
OTC::IRVRF,IRVRF,OTC,Stock,CA4637731015,CA4637731015,extended,otc_listing,OTC::IRVRF
OTC::ISAPF,ISAPF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::ISBL,ISBL,OTC,Stock,US4642741098,US4642741098,extended,otc_listing,OTC::ISBL
OTC::ISBNF,ISBNF,OTC,ETF,IE0008TDJ461,IE0008TDJ461,extended,otc_listing,LSE::ID30
OTC::ISCBF,ISCBF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::ISCDF,ISCDF,OTC,Stock,IL0011574030,IL0011574030,extended,otc_listing,TASE::ISCD
OTC::ISCHF,ISCHF,OTC,ETF,,OTC::ISCHF,extended,otc_listing,OTC::ISCHF
OTC::ISCMF,ISCMF,OTC,ETF,,OTC::ISCMF,extended,otc_listing,OTC::ISCMF
OTC::ISCNF,ISCNF,OTC,Stock,CA46501D1087,CA46501D1087,extended,otc_listing,OTC::ISCNF
OTC::ISCO,ISCO,OTC,Stock,US4603782016,US4603782016,extended,otc_listing,OTC::ISCO
OTC::ISCRF,ISCRF,OTC,ETF,IE00BFM6TB42,IE00BFM6TB42,extended,otc_listing,LSE::CRPA
OTC::ISCXF,ISCXF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::ISDAF,ISDAF,OTC,Stock,IL0006912120,IL0006912120,extended,otc_listing,TASE::DSCT
OTC::ISDDF,ISDDF,OTC,ETF,IE00BCRY6003,IE00BCRY6003,extended,otc_listing,LSE::SDHG
OTC::ISDMF,ISDMF,OTC,ETF,IE00BFM6T921,IE00BFM6T921,extended,otc_listing,LSE::DPYA
OTC::ISDSF,ISDSF,OTC,Stock,CA46432X1087,CA46432X1087,extended,otc_listing,OTC::ISDSF
OTC::ISEJF,ISEJF,OTC,ETF,,OTC::ISEJF,extended,otc_listing,OTC::ISEJF
OTC::ISELF,ISELF,OTC,ETF,IE00BGL86Z12,IE00BGL86Z12,extended,otc_listing,LSE::ECAR
OTC::ISEVF,ISEVF,OTC,ETF,IE000K44CW70,IE000K44CW70,extended,otc_listing,LSE::ID33
OTC::ISEYF,ISEYF,OTC,Stock,CA9774861095,CA9774861095,extended,otc_listing,TSXV::YTY
OTC::ISFFF,ISFFF,OTC,Stock,DK0060542181,DK0060542181,extended,otc_listing,CPH::ISS
OTC::ISFLF,ISFLF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::ISGAF,ISGAF,OTC,ETF,IE00BF540Y54,IE00BF540Y54,extended,otc_listing,LSE::AGBP
OTC::ISGIF,ISGIF,OTC,Stock,CA4578001006,CA4578001006,extended,otc_listing,TSXV::ISGI
OTC::ISGPF,ISGPF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::ISHBF,ISHBF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
OTC::ISHDF,ISHDF,OTC,ETF,,OTC::ISHDF,extended,otc_listing,OTC::ISHDF
OTC::ISHFF,ISHFF,OTC,ETF,IE00B53QG562,IE00B53QG562,extended,otc_listing,LSE::CEU1
