listing_key,action,ticker,exchange,asset_type,isin,old_name,new_name,source_key,reference_scope,source_url,observation_id,evidence_status
FSX::3V64,proposed,3V64,FSX,Stock,US92826C8394,Visa Inc,"VISA INC. CL. A DL -,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,854fb6f7123796774329759a,active_official_exact_listing_isin_name
FSX::3VM,proposed,3VM,FSX,Stock,SE0023112438,Modelon AB (publ),MODELON AB AK O.N.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,08b331c43323e6a28e1db343,active_official_exact_listing_isin_name
FSX::41X,proposed,41X,FSX,Stock,US0396971071,Ardelyx Inc,"ARDELYX INC.     DL-,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,796f7ce8f377f4df632df372,active_official_exact_listing_isin_name
FSX::43D,proposed,43D,FSX,Stock,US2372661015,Darling Ingredients Inc,"DARLING INGRED.INC.DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,79f1b65484a82ee0cb96325f,active_official_exact_listing_isin_name
FSX::43Z,proposed,43Z,FSX,Stock,US80810D1037,"Schrödinger, Inc.","SCHRODINGER INC.DL -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,1ad66899772dccd927bdda0a,active_official_exact_listing_isin_name
FSX::44B,proposed,44B,FSX,Stock,GB0001859296,Vistry Group PLC,"VISTRY GROUP PLC   LS-,50",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,555c3f31449c83c7e2351c43,active_official_exact_listing_isin_name
FSX::47Q,proposed,47Q,FSX,Stock,US69047Q1022,Ovintiv Inc,"OVINTIV INC.       DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a3b062ee4f396f68cbbcf8f8,active_official_exact_listing_isin_name
FSX::48W,proposed,48W,FSX,Stock,GB00BKM0ZJ18,Pensana Plc,"PENSANA PLC       LS-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7733502b6c29c1f275a413b9,active_official_exact_listing_isin_name
FSX::4AB,proposed,4AB,FSX,Stock,US00287Y1091,AbbVie Inc,"ABBVIE INC.        DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,b1296218c4b3860f5feee323,active_official_exact_listing_isin_name
FSX::4BW,proposed,4BW,FSX,Stock,US05605H1005,BWX Technologies Inc,"BWX TECHS INC.     DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,894ad348f5e9fe27982efe26,active_official_exact_listing_isin_name
FSX::4C0,proposed,4C0,FSX,Stock,US2067871036,Conduent Inc,"CONDUENT INC.     DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c2cfb52247f22f75425beb8c,active_official_exact_listing_isin_name
FSX::4DH,proposed,4DH,FSX,Stock,US2358252052,Dana Inc,"DANA INC.         DL -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a1d1ea65a5188892303e330d,active_official_exact_listing_isin_name
FSX::4DN,proposed,4DN,FSX,Stock,US24823R1059,Denali Therapeutics Inc,"DENALI THERAP.INC. DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,b340af11c14fbebbf0a429bd,active_official_exact_listing_isin_name
FSX::4GY,proposed,4GY,FSX,Stock,GB00BZBX0P70,Gym Group (The) PLC,"THE GYM GROUP     LS -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,9c552154a8d9cc5a4b6db665,active_official_exact_listing_isin_name
FSX::4H6,proposed,4H6,FSX,Stock,ZAE000096210,Hulamin Limited,"HULAMIN LTD       RC -,10",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,6f36a5ed6b1d3f00204a2034,active_official_exact_listing_isin_name
FSX::4JMA,proposed,4JMA,FSX,Stock,US48138M1053,Jumia Technologies AG,JUMIA TECH. SP.ADR/2 O.N.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,b3dcc482c18fd7f33110c6e3,active_official_exact_listing_isin_name
FSX::4MGN,proposed,4MGN,FSX,Stock,US57667L1070,Match Group Inc,"MATCH GR.INC. NEW DL-,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,b6de6fb1ceb28a587b62be50,active_official_exact_listing_isin_name
FSX::4PG,proposed,4PG,FSX,Stock,US68902V1070,Otis Worldwide Corp,"OTIS WORLDWID.CORP DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,4fc1e9e34b211cfc4dc450f9,active_official_exact_listing_isin_name
FSX::4PN,proposed,4PN,FSX,Stock,US14448C1045,Carrier Global Corporation,"CARRIER GLBL CORP  DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,25ff42f5bb5bc829b316dbc0,active_official_exact_listing_isin_name
FSX::4RW,proposed,4RW,FSX,Stock,IT0005054967,Rai Way S.p.A,RAI WAY SPA O.N.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7f4fa27e18a9cd826b701a5a,active_official_exact_listing_isin_name
FSX::4SM,proposed,4SM,FSX,Stock,NO0010187032,Magnora ASA,"MAGNORA ASA       NK 0,50",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,5d4e89b2a5369f553eb41a42,active_official_exact_listing_isin_name
FSX::4U4,proposed,4U4,FSX,Stock,KYG5340S1093,"Laekna, Inc.","LAEKNA INC. DL-,00001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,ad82a91c0de04523e45d27cf,active_official_exact_listing_isin_name
FSX::4VK,proposed,4VK,FSX,Stock,IE00BLP1HW54,Aon PLC,"AON PLC A         DL -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,2c4e5f73a7834de4841138f9,active_official_exact_listing_isin_name
FSX::4Y50,proposed,4Y50,FSX,Stock,FR001400LO86,DBT SA,"DBT SA        EO 0,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,46872e9041a11d3c96cb2fde,active_official_exact_listing_isin_name
FSX::51B,proposed,51B,FSX,Stock,GB00B4QVDF07,Bioventix PLC,"BIOVENTIX PLC     LS -,05",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,cd0b99ffb221cc6837bb9b70,active_official_exact_listing_isin_name
FSX::541,proposed,541,FSX,Stock,US00090Q1031,ADT Inc,"ADT INC.  DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,13f8a66fa792c36438ea0785,active_official_exact_listing_isin_name
FSX::54E,proposed,54E,FSX,Stock,US03957W1062,Archrock Inc,"ARCHROCK INC.      DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,8eb75984a040d7c8695ea3fa,active_official_exact_listing_isin_name
FSX::5730,proposed,5730,FSX,Stock,CA8949431099,Trenchant Technologies Capital Corp.,TRENCHANT TECH.CAP.CORP.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7cc2b15724efeb97b388f3d4,active_official_exact_listing_isin_name
FSX::597,proposed,597,FSX,Stock,HK0000337987,BOCOM International Holdings Company Limited,BOCOM INT.HLDGS CO. LTD,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,93fb77f27bb094a486fca453,active_official_exact_listing_isin_name
FSX::5BU0,proposed,5BU0,FSX,Stock,US98955N2071,Zhihu Inc.,ZHIHU INC.SP.ADR/3 CL.A,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a598ac1c9aee9f3304d4d373,active_official_exact_listing_isin_name
FSX::5J70,proposed,5J70,FSX,Stock,SE0023468194,Tangiamo Touch Technology AB (publ),36 GROUP AB,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,aeb41afe94234981422bcee0,active_official_exact_listing_isin_name
FSX::5JY,proposed,5JY,FSX,Stock,GB00B64NSP76,Costain Group PLC,"COSTAIN GRP PLC    LS-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,e14a83589e05707b3c2d9f7b,active_official_exact_listing_isin_name
FSX::5OV0,proposed,5OV0,FSX,Stock,CA8465011044,Sparc Al Inc.,SPARC AI INC.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,32be340c79e48826554a6e24,active_official_exact_listing_isin_name
FSX::5PH,proposed,5PH,FSX,Stock,GG00BG0KTL52,Gemfields Group Limited,GEMFIELDS GROUP  DL-00001,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,117db3fb3df298d30c163f86,active_official_exact_listing_isin_name
FSX::5Q8,proposed,5Q8,FSX,Stock,US74874Q1004,QuinStreet Inc,"QUINSTREET INC     DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c4d5611a96a2ee76928bd63b,active_official_exact_listing_isin_name
FSX::5QR,proposed,5QR,FSX,Stock,SE0011204510,Nederman Holding AB (publ),NEDERMAN HLDG AB,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,35df605b95b361b99953b3bb,active_official_exact_listing_isin_name
FSX::5TQ,proposed,5TQ,FSX,Stock,FI0009009559,PARTNERA OY,FOAMIT OYJ,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,0d1050da9e3bcb57a6c745c7,active_official_exact_listing_isin_name
FSX::5UM,proposed,5UM,FSX,Stock,HK0000255361,Genertec Universal Medical Group Company Limited,GENERTEC UNIVER.MED.GR.CO,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,faac1781fc65483567325fbd,active_official_exact_listing_isin_name
FSX::5UR,proposed,5UR,FSX,Stock,US75513E1010,RTX Corp,"RTX CORP.            -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,f5346075e7ca6427c6f470c6,active_official_exact_listing_isin_name
FSX::5Y20,proposed,5Y20,FSX,Stock,US25445T1060,Dino Polska S.A.,"DINO POLSKAUN.ADR 1 ZY-,1",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c372e1a8f3fb3b521a8d905b,active_official_exact_listing_isin_name
FSX::5ZW,proposed,5ZW,FSX,Stock,KYG4469K1040,Helens International Holdings Company Limited,HELENS INTL HLDGS CO LTD,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,4c26c6083fff5939f15d430c,active_official_exact_listing_isin_name
FSX::6IO,proposed,6IO,FSX,Stock,US45780L1044,Inogen Inc,"INOGEN INC.      DL -,001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,d99e0c4732f4200fb5681445,active_official_exact_listing_isin_name
FSX::6LV,proposed,6LV,FSX,Stock,US00938A1043,Airgain Inc,"AIRGAIN INC.     DL-,0001",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,5b9d9cb31712ddf7cac969e3,active_official_exact_listing_isin_name
FSX::6MN,proposed,6MN,FSX,Stock,JP3876600002,MARUHA NICHIRO CORP.,UMIOS CORP.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,25837eb879edf4c21b7656a6,active_official_exact_listing_isin_name
FSX::6MT,proposed,6MT,FSX,Stock,CNE100000FF3,Metallurgical Corporation of China Ltd,METALLURG.CORP.O.CN.H YC1,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,c02571baa52abdee46489e46,active_official_exact_listing_isin_name
FSX::6NM,proposed,6NM,FSX,Stock,US6292093050,NMI Holdings Inc,"NMI HOLDS INC.    DL -,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,7b8d084f704d18d092140ec6,active_official_exact_listing_isin_name
FSX::6NY,proposed,6NY,FSX,Stock,SG1CF0000001,GS HOLDINGS LTD.,OCTOPUS (APAC) HLDGS.LTD.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a9221ed182cc76eccd0cbe19,active_official_exact_listing_isin_name
FSX::6PU,proposed,6PU,FSX,Stock,US74624M1027,Pure Storage Inc,EVERPURE INC CL.A DL-0001,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a56bb8fd37dbf67f7da816e8,active_official_exact_listing_isin_name
FSX::6TS,proposed,6TS,FSX,Stock,US29430C1027,Vestis Corporation,"VESTIS CORP. DL-,01",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,08231374f85ef8ae6fe41537,active_official_exact_listing_isin_name
FSX::6YA,proposed,6YA,FSX,Stock,NO0010713571,SoilTech AS,"SOILTECH ASA      NK -,13",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,782c40165d2ed75e1f16b100,active_official_exact_listing_isin_name
FSX::752,proposed,752,FSX,Stock,ES0105848008,"Cox ABG Group, S.A.",COX ABG GROUP S.A. O.N.,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,f1a0f1829597d35894f4e5df,active_official_exact_listing_isin_name
FSX::7850,proposed,7850,FSX,Stock,KYG913841006,Tuya Inc.,"TUYA INC.   DL -,00005",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,a3b974250140701834ba6485,active_official_exact_listing_isin_name
FSX::79T,proposed,79T,FSX,Stock,SE0001860511,MEDIMI AB AK,SERVANA AB             AK,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,68c80e9c8ec92092e7347bce,active_official_exact_listing_isin_name
FSX::7AQ0,proposed,7AQ0,FSX,Stock,SE0022062196,AQ Group AB (publ),"AQ GROUP AB       SK 0,40",deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,4655d06ccd311fb59f256f11,active_official_exact_listing_isin_name
FSX::7B1,proposed,7B1,FSX,Stock,SE0010948588,BHG Group AB (publ),BHG GROUP AB,deutsche_boerse_frankfurt_all_tradable_equities,exchange_directory,https://www.cashmarket.deutsche-boerse.com/resource/blob/2289108/3a67eacf4ad3419344f37b88a755943f/data/t7-xfra-BF-allTradableInstruments.csv,bddddb2db40ab8951802a62d,active_official_exact_listing_isin_name
