listing_key,ticker,local_exchange,twelvedata_exchange,twelvedata_mic,local_name,twelvedata_name,local_figi,twelvedata_figi,twelvedata_type
KOSDAQ::290740,290740,KOSDAQ,KRX,XKRX,ActRO Co. Ltd.,Actro Co. Ltd.,BBG00LG5F5H8,BBG00LG5F5K4,Common Stock
TSE::290A,290A,TSE,JPX,XJPX,Synspective Inc.,Synspective Inc.,BBG00PVB95F8,BBG01QSP15L9,Common Stock
KOSDAQ::291230,291230,KOSDAQ,KRX,XKRX,NP Inc.,NP Inc.,BBG00KFTHKL9,BBG00KFTHKN7,Common Stock
TSE::2914,2914,TSE,JPX,XJPX,JAPAN TOBACCO INC.,Japan Tobacco Inc.,BBG000DFT722,BBG000DFT884,Common Stock
KOSDAQ::291650,291650,KOSDAQ,KRX,XKRX,Aptamer Sciences Inc.,Aptamer Sciences Inc.,BBG00RV8K3C6,BBG00RV8K3F3,Common Stock
TSE::2917,2917,TSE,JPX,XJPX,"OHMORIYA Co.,LTD.","Ohmoriya Co., Ltd.",BBG000F7NQW9,BBG000F7NR66,Common Stock
TSE::2918,2918,TSE,JPX,XJPX,"WARABEYA NICHIYO HOLDINGS CO.,LTD.","Warabeya Nichiyo Holdings Co., Ltd.",BBG000F994D1,BBG000F99511,Common Stock
KOSDAQ::291810,291810,KOSDAQ,KRX,XKRX,Pintel Co. Ltd.,Pintel Co. Ltd.,BBG0196NGF38,BBG0196NGF56,Common Stock
TSE::291A,291A,TSE,JPX,XJPX,Reskill Corp.,Reskill Corp,BBG01QSP1Z42,BBG01QSP5HN7,Common Stock
TSE::2922,2922,TSE,JPX,XJPX,"NATORI CO.,LTD.","Natori Co., Ltd.",BBG000C2W265,BBG000C2W2Y4,Common Stock
TSE::2927,2927,TSE,JPX,XJPX,"AFC-HD AMS Life Science Co.,Ltd.","Afc-HD AMS Life Science Co., Ltd.",BBG000BRZHV7,BBG000BRZJ61,Common Stock
TSE::292A,292A,TSE,JPX,XJPX,"SIE Co.,Ltd.",Sie Co. Ltd.,BBG01QW16M53,BBG01QW16M62,Common Stock
TSE::2930,2930,TSE,JPX,XJPX,Kitanotatsujin Corporation,Kitanotatsujin Corporation,BBG00192ZKV6,BBG002WWD0X8,Common Stock
TSE::2931,2931,TSE,JPX,XJPX,"Euglena Co.,Ltd.","Euglena Co., Ltd.",BBG002F28835,BBG003MTHMM4,Common Stock
TSE::2932,2932,TSE,JPX,XJPX,"STI Foods Holdings,Inc.",STI Foods Holdings Inc.,BBG001CDWW45,BBG00WT27HR9,Common Stock
TSE::2933,2933,TSE,JPX,XJPX,KIBUN FOODS INC.,Kibun Foods Inc.,BBG000D32DQ9,BBG00ZKT9H72,Common Stock
TSE::2934,2934,TSE,JPX,XJPX,"J Frontier Co.,Ltd.","J Frontier Co., Ltd.",BBG011WWK6Y7,BBG011WWM7H2,Common Stock
KRX::293480,293480,KRX,KRX,XKRX,Hana Pharm Co Ltd,"Hana Pharm Co., Ltd.",BBG00LSC4118,BBG00LSC4127,Common Stock
KOSDAQ::293490,293490,KOSDAQ,KRX,XKRX,Kakao Games Corp.,Kakao Games Corp.,BBG00CZ9XNV4,BBG00WGH7FY6,Common Stock
TSE::2935,2935,TSE,JPX,XJPX,"PICKLES HOLDINGS CO.,LTD.","Pickles Holdings Co., Ltd.",BBG016RDC0L0,BBG0191CV4R9,Common Stock
KOSDAQ::293580,293580,KOSDAQ,KRX,XKRX,Nau IB Capital Co. Ltd.,Nau Ib Capital Inc.,BBG0024MSL14,BBG00LV8D3L7,Common Stock
TSE::2936,2936,TSE,JPX,XJPX,"BASE FOOD,Inc.",Base Food Inc.,BBG00P97MVS6,BBG01B09T217,Common Stock
KOSDAQ::293780,293780,KOSDAQ,KRX,XKRX,AptaBio Therapeutics Inc.,Aptabio Therapeutics Inc.,BBG00MQN0B43,BBG00P2BVY44,Common Stock
KRX::293940,293940,KRX,KRX,XKRX,Shinhan Alpha REIT Co Ltd,"Shinhan Alpha REIT Co., Ltd.",BBG00L19ZYY2,BBG00LGG9FC4,REIT
TSE::293A,293A,TSE,JPX,XJPX,"BABY JOB Co.,Ltd.",Baby Job Co. Ltd.,BBG01QW16CF4,BBG01QW16CH2,Common Stock
KOSDAQ::294090,294090,KOSDAQ,KRX,XKRX,EOFLOW Co.Ltd,"Eoflow Co., Ltd.",BBG00JYS4DS6,BBG00W549924,Common Stock
KOSDAQ::294140,294140,KOSDAQ,KRX,XKRX,Lemon Co. Ltd.,"Lemon Co., Ltd.",BBG00RFBTZ37,BBG00RFBTZ55,Common Stock
KOSDAQ::294570,294570,KOSDAQ,KRX,XKRX,coocon Corp.,Coocon Corp.,BBG00MS9BQG4,BBG00ZRYTQH1,Common Stock
KOSDAQ::294630,294630,KOSDAQ,KRX,XKRX,SuNam Co. Ltd.,"Sunam Co., Ltd.",BBG00D5JGPR2,BBG00R9YBN12,Common Stock
KRX::294870,294870,KRX,KRX,XKRX,Hyundai Development Co,HDC Hyundai Development Co. Ltd.,BBG00JF8B9F6,BBG00JF8B9G5,Common Stock
KOSDAQ::295310,295310,KOSDAQ,KRX,XKRX,HVM,HVM Co. Ltd.,BBG01MQDCX07,BBG01MQDCX25,Common Stock
TSE::2961,2961,TSE,JPX,XJPX,NITCHO CORPORATION,Nitcho Corp.,BBG012V3LH11,BBG012V3LH20,Common Stock
TSE::2962,2962,TSE,JPX,XJPX,"TECNISCO,LTD.",Tecnisco Ltd.,BBG001CDXGR4,BBG01H3XN9Q2,Common Stock
KOSDAQ::296640,296640,KOSDAQ,KRX,XKRX,"INNOAX Co., Ltd.","Innorules Co., Ltd.",BBG0196N06F2,BBG0196N06H0,Common Stock
TSE::296A,296A,TSE,JPX,XJPX,"Reiwa Accounting Holdings Co.,Ltd.","Reiwa Accounting Holdings Co., Ltd.",BBG01QXG0P12,BBG01QXG13N6,Common Stock
TSE::2970,2970,TSE,JPX,XJPX,"GLC GROUP,INC.","Good Life Co., Inc.",BBG00MJLW605,BBG00MJLWYH6,Common Stock
KOSDAQ::297090,297090,KOSDAQ,KRX,XKRX,CS Bearing Co. Ltd.,CS Bearing Co. Ltd.,BBG00QKBQ5X9,BBG00QKBQ5Z7,Common Stock
TSE::2971,2971,TSE,JPX,XJPX,ESCON JAPAN REIT Investment Corporation,Escon Japan REIT Investment Corporation,BBG00JCMKJ93,BBG00MXNJSN7,REIT
TSE::2972,2972,TSE,JPX,XJPX,SANKEI REAL ESTATE Inc.,Sankei Real Estate Inc.,BBG00N8WCM62,BBG00N8WDMQ9,REIT
TSE::2975,2975,TSE,JPX,XJPX,"Star Mica Holdings Co.,Ltd.","Star Mica Holdings Co., Ltd.",BBG00MFQD5H3,BBG00P0S6X12,Common Stock
KOSDAQ::297570,297570,KOSDAQ,KRX,XKRX,Aloys Inc.,Aloys Inc.,BBG00L4LY9F9,BBG00L4LY9H7,Common Stock
TSE::2978,2978,TSE,JPX,XJPX,TSUKURUBA Inc.,Tsukuruba Inc.,BBG00D0JXLR7,BBG00PLRY3D3,Common Stock
KOSDAQ::297890,297890,KOSDAQ,KRX,XKRX,HB Solution Co. Ltd.,"HB Solution Co., Ltd.",BBG00LB7JG09,BBG00TTCH8G5,Common Stock
TSE::2979,2979,TSE,JPX,XJPX,"SOSiLA Logistics REIT,Inc.",Sosila Logistics REIT Inc.,BBG00QS0FX93,BBG00QS0G7Y1,REIT
TSE::297A,297A,TSE,JPX,XJPX,"ALPICO HOLDINGS CO.,LTD.","Alpico Holdings Co., Ltd.",BBG000Q2YV73,BBG01QYRLLY7,Common Stock
TSE::2980,2980,TSE,JPX,XJPX,SRE Holdings Corporation,SRE Holdings Corp.,BBG009K7YT47,BBG00QV4QFH9,Common Stock
KRX::298000,298000,KRX,KRX,XKRX,Hyosung Chemical Corp,Hyosung Chemical Corporation,BBG00JNJG0L0,BBG00JNJG0M9,Common Stock
KRX::298020,298020,KRX,KRX,XKRX,Hyosung TNC Corp,Hyosung TNC Corporation,BBG00JNJF9F9,BBG00JNJFFR2,Common Stock
KRX::298040,298040,KRX,KRX,XKRX,Hyosung Heavy Industries Corp,Hyosung Heavy Industries Corporation,BBG00JNJFFG4,BBG00JNJFFH3,Common Stock
KRX::298050,298050,KRX,KRX,XKRX,Hyosung Advanced Materials Corp,Hyosung Advanced Materials Inc.,BBG00JNJFST2,BBG00JNJFSV9,Common Stock
KOSDAQ::298060,298060,KOSDAQ,KRX,XKRX,"Poongjeon Pharmacy Co., Ltd.","SCM Lifescience Co., Ltd.",BBG00MDHS687,BBG00RQ82ZD0,Common Stock
TSE::2981,2981,TSE,JPX,XJPX,Landix Inc.,Landix Inc.,BBG00QVF1FL6,BBG00QVF1W39,Common Stock
TSE::2982,2982,TSE,JPX,XJPX,"A.D.Works Group Co.,Ltd.","Ad Works Group Co., Ltd.",BBG00QN2BRW5,BBG00QN2BRY3,Common Stock
TSE::2983,2983,TSE,JPX,XJPX,"Arr Planner Co.,Ltd.",Arr Planner Co. Ltd.,BBG00SKN2N84,BBG00SKN4938,Common Stock
KOSDAQ::298540,298540,KOSDAQ,KRX,XKRX,Nature Holdings Co. Ltd.,"Nature Holdings Co., Ltd.",BBG00VG8FD56,BBG00VG8FD74,Common Stock
TSE::2986,2986,TSE,JPX,XJPX,"LA Holdings Co.,Ltd.",LA Holdings Co. Ltd.,BBG00RR1SGL9,BBG00RR1SGM8,Common Stock
KRX::298690,298690,KRX,KRX,XKRX,Air Busan Co Ltd,"Air Busan Co., Ltd.",BBG000D99X49,BBG00MNLZ876,Common Stock
KOSDAQ::298830,298830,KOSDAQ,KRX,XKRX,Suresofttech Inc.,Suresoft Technologies Inc.,BBG004625433,BBG01GFXWX15,Common Stock
TSE::2989,2989,TSE,JPX,XJPX,"Tokaido REIT,Inc.",Tokaido Reit Inc.,BBG0112N0C79,BBG0112N1BF1,REIT
TSE::298A,298A,TSE,JPX,XJPX,"GVA TECH,Inc.",Gva Tech Inc.,BBG00VSF4SV7,BBG01QYKPVR4,Common Stock
TSE::2990,2990,TSE,JPX,XJPX,"Aida Sekkei Co.,Ltd.","Aida Sekkei Co., Ltd.",BBG002PCXG72,BBG0115X0DR0,Common Stock
KOSDAQ::299030,299030,KOSDAQ,KRX,XKRX,Hana Technology Co. Ltd.,"Hana Technology Co., Ltd.",BBG00XX1DDD1,BBG00XX1DDG8,Common Stock
TSE::2991,2991,TSE,JPX,XJPX,LANDNET Inc.,Landnet Inc.,BBG011FW4J85,BBG011FW7SD6,Common Stock
KOSDAQ::299170,299170,KOSDAQ,KRX,XKRX,WSI Co. Ltd.,Wsi Co. Ltd.,BBG00LQGQYR7,BBG00LQGQYT5,Common Stock
TSE::2993,2993,TSE,JPX,XJPX,Choei Inc.,Choei Inc.,BBG013NG23F6,BBG013NG23G5,Common Stock
KRX::299480,299480,KRX,KRX,XKRX,G&amp;E Healthcare,G&E Healthcare Co. Ltd.,BBG00L91MGG4,BBG00L91MGK9,Common Stock
TSE::2995,2995,TSE,JPX,XJPX,J-REX Corporation,J-Rex Corporation,BBG001LQ6CC0,BBG0147RH7Z1,Common Stock
KOSDAQ::299660,299660,KOSDAQ,KRX,XKRX,Cellid Inc.,"Cellid Co., Ltd.",BBG00N0JJRG0,BBG00N0JJRJ7,Common Stock
TSE::2997,2997,TSE,JPX,XJPX,"STORAGE-OH Co.,Ltd.","Storage Oh Co., Ltd.",BBG016B4XR99,BBG016B4XRB6,Common Stock
TSE::2998,2998,TSE,JPX,XJPX,CREAL Inc.,Creal Inc.,BBG016CFGG87,BBG016CFGGN0,Common Stock
TSE::2999,2999,TSE,JPX,XJPX,"Home Position Co.,Ltd.","Home Position Co., Ltd.",BBG001BNP1Y7,BBG017NPVJP9,Common Stock
KOSDAQ::299900,299900,KOSDAQ,KRX,XKRX,Wysiwyg Studios Co. Ltd.,"Wysiwyg Studios Co., Ltd.",BBG00MKD9DP5,BBG00MKD9DR3,Common Stock
TSE::299A,299A,TSE,JPX,XJPX,"Kurashiru,Inc.",Dely Inc,BBG00GBJ1HK9,BBG01QYKWS48,Common Stock
ASX::29M,29M,ASX,ASX,XASX,29METALS LIMITED,29Metals Limited,BBG0118S6QD8,BBG0118S6QF6,Common Stock
XETRA::2FE,2FE,XETRA,XETR,XETR,Ferrari NV,Ferrari N.V.,BBG00B8L4Y29,BBG00B8L4Y56,Common Stock
XETRA::2GB,2GB,XETRA,XETR,XETR,2G ENERGY AG,2G Energy AG,BBG000RT3Y53,BBG000RT3ZK3,Common Stock
XETRA::2HP,2HP,XETRA,XETR,XETR,HEWLETT PACKARD ENT.,Hewlett Packard Enterprise Company,BBG00B577HD5,BBG00B577HH1,Common Stock
XETRA::2HQ0,2HQ0,XETRA,XETR,XETR,"Tilray Brands, Inc.","Tilray Brands, Inc.",BBG00LDKJ5V8,BBG00LDNPL95,Common Stock
XETRA::2HRA,2HRA,XETRA,XETR,XETR,H+R KGAA  INH. O.N.,H&R GmbH & Co. KGaA,BBG000BFP6Z4,BBG000BFP8H0,Common Stock
XETRA::2KD,2KD,XETRA,XETR,XETR,"KINDER MORGAN P DL-,01","Kinder Morgan, Inc.",BBG001HZV3F4,BBG001HZV3J0,Common Stock
XETRA::2M6,2M6,XETRA,XETR,XETR,Medtronic PLC,Medtronic plc,BBG000DZVYZ0,BBG000DZX135,Common Stock
XETRA::2NN,2NN,XETRA,XETR,XETR,NN Group N.V.,NN Group N.V.,BBG006QVL7L7,BBG006QVL7P3,Common Stock
XETRA::2OY,2OY,XETRA,XETR,XETR,DOW INC.           DL-01,Dow Inc.,BBG00NR83XB4,BBG00NR83XF0,Common Stock
XETRA::2PP,2PP,XETRA,XETR,XETR,PayPal Holdings Inc,PayPal Holdings Inc,BBG009K25BG6,BBG009K25BK1,Common Stock
XETRA::2U3,2U3,XETRA,XETR,XETR,Alcon Inc.,Alcon Inc.,BBG00NSGCDR2,BBG00NSGCDV7,Common Stock
XETRA::2X0,2X0,XETRA,XETR,XETR,"CORTEVA INC.      DL -,01",Corteva Inc.,BBG00P95ZQV3,BBG00P95ZQY0,Common Stock
XETRA::2X1,2X1,XETRA,XETR,XETR,"ABIVAX SA         EO -,01",Abivax SA,BBG00GNG2LC1,BBG00GNG2LG7,Common Stock
SZSE::300001,300001,SZSE,SZSE,XSHE,Qingdao TGOOD Electric Co Ltd,"Qingdao Tgood Electric Co., Ltd.",BBG000PF21D9,BBG000PF2229,Common Stock
SZSE::300002,300002,SZSE,SZSE,XSHE,Beijing Ultrapower Software,"Beijing Ultrapower Software Co., Ltd.",BBG000PF2265,BBG000PF24C4,Common Stock
SZSE::300003,300003,SZSE,SZSE,XSHE,Lepu Medical Tech Beijing,"Lepu Medical Technology Co., Ltd.",BBG000PF38B5,BBG000PF38R8,Common Stock
SZSE::300004,300004,SZSE,SZSE,XSHE,Nanfang Ventilator Co Ltd,"Nanfeng Ventilator Co., Ltd.",BBG000PF39Q7,BBG000PF3BN5,Common Stock
SZSE::300005,300005,SZSE,SZSE,XSHE,Beijing Toread Outdoor Product,"Toread Holdings Group Co., Ltd.",BBG000NWD3C9,BBG000NWD446,Common Stock
SZSE::300006,300006,SZSE,SZSE,XSHE,Chongqing Lummy Pharmaceutical,"Chongqing Lummy Pharmaceutical Co., Ltd.",BBG000PF3JJ3,BBG000PF3KC7,Common Stock
SZSE::300007,300007,SZSE,SZSE,XSHE,Henan Hanwei Electronics Co,"Hanwei Electronics Group Co., Ltd.",BBG000PF3KN5,BBG000PF3LN3,Common Stock
SZSE::300008,300008,SZSE,SZSE,XSHE,Bestway Marine & Energy Technology Co Ltd,Bestway Marine & Energy Technology Co. Ltd.,BBG000NWBVN7,BBG000NWBWF4,Common Stock
SZSE::300009,300009,SZSE,SZSE,XSHE,Anhui Anke BioTech Group,Anhui Anke Biotechnology Co. Ltd.,BBG000NWB965,BBG000NWBC40,Common Stock
SZSE::300010,300010,SZSE,SZSE,XSHE,Beijing Lanxum Tech Co,"Doushen Beijing Education Co., Ltd.",BBG000PF1YM8,BBG000PF20S5,Common Stock
SZSE::300011,300011,SZSE,SZSE,XSHE,Beijing Dinghan Tech Co,"Beijing Dinghan Technology Group Co., Ltd.",BBG000PGBPY1,BBG000PGCRP6,Common Stock
SZSE::300012,300012,SZSE,SZSE,XSHE,Centre Testing Intl Shenzhen,"Centre Testing International Group Co., Ltd.",BBG000PGRKV8,BBG000PGRLL7,Common Stock
SZSE::300013,300013,SZSE,SZSE,XSHE,Jiangsu Xinning Modern Logist,"Henan Xinning Modern Logistics Co., Ltd.",BBG000PJQT44,BBG000PJQW83,Common Stock
SZSE::300014,300014,SZSE,SZSE,XSHE,EVE Energy,"Eve Energy Co., Ltd.",BBG000PGRCN5,BBG000PGRDY1,Common Stock
SZSE::300015,300015,SZSE,SZSE,XSHE,Aier Eye Hospital Group,Aier Eye Hospital Group Co. Ltd.,BBG000NWBCW9,BBG000NWBFL4,Common Stock
SZSE::300016,300016,SZSE,SZSE,XSHE,Beijing Beilu Pharmaceutical,"Beijing Beilu Pharmaceutical Co., Ltd.",BBG000BL1XR7,BBG000BL1YG7,Common Stock
SZSE::300017,300017,SZSE,SZSE,XSHE,Wangsu Science Tech,"Wangsu Science & Technology Co., Ltd.",BBG000PH4ZL9,BBG000PH5071,Common Stock
SZSE::300018,300018,SZSE,SZSE,XSHE,Wuhan Zhongyuan Huadian Sci Tech,"Wuhan Zhongyuan Huadian Co., Ltd.",BBG000PGRMX2,BBG000PGSPN5,Common Stock
SZSE::300019,300019,SZSE,SZSE,XSHE,Chengdu Guibao Science Tech,"Chengdu Guibao Science & Technology Co., Ltd.",BBG000PH51B4,BBG000PH5259,Common Stock
SZSE::300020,300020,SZSE,SZSE,XSHE,Enjoyor,"Enjoyor Technology Co., Ltd.",BBG000PH52Q6,BBG000PH53G5,Common Stock
SZSE::300021,300021,SZSE,SZSE,XSHE,Gansu Dayu Water saving Group,"Dayu Irrigation Group Co., Ltd.",BBG000PH57T2,BBG000PH58H3,Common Stock
SZSE::300022,300022,SZSE,SZSE,XSHE,Gifore Agricultural Machinery Chain Co Ltd,"Gifore Agricultural Science & Technology Group Co., Ltd.",BBG000PH55R8,BBG000PH5721,Common Stock
SZSE::300024,300024,SZSE,SZSE,XSHE,SIASUN Robot Automation Co,Siasun Robot & Automation Co. Ltd.,BBG000PH5FS5,BBG000PH5GT2,Common Stock
SZSE::300025,300025,SZSE,SZSE,XSHE,Hangzhou Huaxing Chuangye Communication Technology Co Ltd,"Hangzhou Huaxing Chuangye Co., Ltd.",BBG000PJ7X46,BBG000PJ7XK8,Common Stock
SZSE::300026,300026,SZSE,SZSE,XSHE,Tianjin Chase Sun Pharmaceutical Co Ltd,"Tianjin Chase Sun Pharmaceutical Co., Ltd.",BBG000PJ8476,BBG000PJ84N8,Common Stock
SZSE::300027,300027,SZSE,SZSE,XSHE,Huayi Brothers Media Corp,Huayi Brothers Media Corporation,BBG000QNC916,BBG000QNC9N2,Common Stock
SZSE::300029,300029,SZSE,SZSE,XSHE,Jiangsu Huasheng Tianlong Photo,"Jiangsu Huasheng Tianlong Co., Ltd.",BBG000PWSWS0,BBG000PWSXJ8,Common Stock
SZSE::300030,300030,SZSE,SZSE,XSHE,Guangzhou Improve Med Instrument,"Improve Medical Instruments Co., Ltd.",BBG000PXMZP0,BBG000PXN094,Common Stock
SZSE::300031,300031,SZSE,SZSE,XSHE,Wuxi Boton Technology Co Ltd,Wuxi Boton Technology Co. Ltd.,BBG000PSXBK7,BBG000PSXDP8,Common Stock
SZSE::300032,300032,SZSE,SZSE,XSHE,Jinlong Machinery Electronic,"Jinlong Machinery & Electronics Co., Ltd.",BBG000PW98L1,BBG000PW9911,Common Stock
SZSE::300033,300033,SZSE,SZSE,XSHE,Hithink RoyalFlush Info Network,"Hithink RoyalFlush Information Network Co., Ltd.",BBG000PH58W6,BBG000PH59B7,Common Stock
SZSE::300034,300034,SZSE,SZSE,XSHE,Beijing Cisri Gaona Materials Tech,Gaona Aero Material Co. Ltd.,BBG000PW97K4,BBG000PW97Y9,Common Stock
SZSE::300035,300035,SZSE,SZSE,XSHE,Hunan Zhongke Electric,"Hunan Zhongke Electric Co., Ltd.",BBG000NWC0P2,BBG000NWC134,Common Stock
SZSE::300036,300036,SZSE,SZSE,XSHE,Beijing SuperMap Software Co Ltd,"Beijing SuperMap Software Co., Ltd.",BBG000NWBLV0,BBG000NWBMW7,Common Stock
SZSE::300037,300037,SZSE,SZSE,XSHE,Shenzhen Capchem Tech,"Shenzhen Capchem Technology Co., Ltd.",BBG000PXX1L7,BBG000PXX3N1,Common Stock
SZSE::300039,300039,SZSE,SZSE,XSHE,Shanghai Kaibao Pharmaceutical,"Shanghai Kaibao Pharmaceutical Co., Ltd.",BBG000PZJFY3,BBG000PZJJR3,Common Stock
SZSE::300040,300040,SZSE,SZSE,XSHE,Harbin Jiuzhou Electrical Co Ltd,"Harbin Jiuzhou Group Co., Ltd.",BBG000PZ0DV1,BBG000PZ0FJ0,Common Stock
SZSE::300041,300041,SZSE,SZSE,XSHE,Hubei Huitian New Materials,"Hubei Huitian Adhesive Enterprise Co., Ltd.",BBG000PXX404,BBG000PXX574,Common Stock
SZSE::300042,300042,SZSE,SZSE,XSHE,Netac Tech,"Netac Technology Co., Ltd.",BBG000PZNY68,BBG000PZNYM0,Common Stock
SZSE::300043,300043,SZSE,SZSE,XSHE,Rastar Group,"Rastar Group Co., Ltd.",BBG000Q1Q5S8,BBG000Q1Q688,Common Stock
SZSE::300044,300044,SZSE,SZSE,XSHE,Shenzhen Sunwin Intelligent,"Shenzhen Sunwin Intelligent Co., Ltd.",BBG000BFW5P9,BBG000BFW695,Common Stock
SZSE::300045,300045,SZSE,SZSE,XSHE,Hwa Create Corp Ltd,"Hwa Create Co., Ltd.",BBG000PZNZV7,BBG000PZP0J6,Common Stock
SZSE::300046,300046,SZSE,SZSE,XSHE,Hubei Tech Semiconductors Co,"Hubei Tech Semiconductors Co., Ltd.",BBG000Q1PYC3,BBG000Q1PZ76,Common Stock
SZSE::300047,300047,SZSE,SZSE,XSHE,Shenzhen Tianyuan Dic Info Tech,"Shenzhen Tianyuan Dic Information Technology Co., Ltd.",BBG000PZNTH7,BBG000PZNVX4,Common Stock
SZSE::300048,300048,SZSE,SZSE,XSHE,Hiconics Drive Tech Co,"Hiconics Eco-Energy Technology Co., Ltd.",BBG000PZZRP9,BBG000PZZS95,Common Stock
SZSE::300049,300049,SZSE,SZSE,XSHE,Inner Mongolia Furui Med Sci,"Inner Mongolia Furui Medical Science Co., Ltd.",BBG000PZP1K2,BBG000PZP2B0,Common Stock
SZSE::300050,300050,SZSE,SZSE,XSHE,Dingli Communications Corp Ltd,Dingli Corp Ltd.,BBG000Q1PW00,BBG000Q1PX53,Common Stock
SZSE::300051,300051,SZSE,SZSE,XSHE,Xiamen 35Com Tech,"Leascend Technology Co., Ltd.",BBG000Q2MH13,BBG000Q2MHJ4,Common Stock
SZSE::300052,300052,SZSE,SZSE,XSHE,Shenzhen Zqgame,"Shenzhen ZQGame Co., Ltd.",BBG000Q2YN71,BBG000Q2YQQ3,Common Stock
SZSE::300053,300053,SZSE,SZSE,XSHE,Zhuhai Orbita Control Eng,"Zhuhai Aerospace Microchip Co., Ltd.",BBG000Q3M2T4,BBG000Q3M4J1,Common Stock
SZSE::300054,300054,SZSE,SZSE,XSHE,Hubei Dinglong Chemical,"Hubei Dinglong Co., Ltd.",BBG000Q2YR27,BBG000Q2YRH1,Common Stock
SZSE::300055,300055,SZSE,SZSE,XSHE,Beijing Water Business Doctor,"Beijing Water Business Doctor Co., Ltd.",BBG000Q3LZJ3,BBG000Q3LZX7,Common Stock
SZSE::300056,300056,SZSE,SZSE,XSHE,Xiamen Savings Environmental,"Xiamen Zhongchuang Environmental Co., Ltd.",BBG000Q3LYG9,BBG000Q3LZ49,Common Stock
SZSE::300057,300057,SZSE,SZSE,XSHE,Shantou Wanshun Package Material,"Shantou Wanshun New Materials Group Co., Ltd.",BBG000Q3M009,BBG000Q3M1D3,Common Stock
SZSE::300058,300058,SZSE,SZSE,XSHE,BlueFocus Communication Group,Bluefocus Intelligent Communications Inc.,BBG000Q3LXC5,BBG000Q3LXR9,Common Stock
SZSE::300059,300059,SZSE,SZSE,XSHE,East Money Information Co Ltd,"East Money Information Co., Ltd.",BBG000Q6C6S0,BBG000Q6C753,Common Stock
SZSE::300061,300061,SZSE,SZSE,XSHE,QITIAN Technology Group Co Ltd,Qitian Technology Group Ltd.,BBG000Q7VS81,BBG000Q7VT61,Common Stock
SZSE::300062,300062,SZSE,SZSE,XSHE,Ceepower Co Ltd,"Ceepower Co., Ltd.",BBG000Q84188,BBG000Q842P7,Common Stock
SZSE::300063,300063,SZSE,SZSE,XSHE,Guangdong Sky Dragon Printing Ink Group Co Ltd,"Guangdong Tloong Technology Co., Ltd.",BBG000Q965J3,BBG000Q966D7,Common Stock
SZSE::300065,300065,SZSE,SZSE,XSHE,Beijing Highlander Digital Technology Co Ltd,"Beijing Highlander Digital Technology Co., Ltd.",BBG000Q964B4,BBG000Q96549,Common Stock
SZSE::300066,300066,SZSE,SZSE,XSHE,Jiangxi Sanchuan Water Meter,"Sanchuan Wisdom Technology Co., Ltd.",BBG000Q840L5,BBG000Q84115,Common Stock
SZSE::300067,300067,SZSE,SZSE,XSHE,Shanghai Anoky Group,"Shanghai Anoky Group Co., Ltd.",BBG000QFRR99,BBG000QFRRN3,Common Stock
SZSE::300068,300068,SZSE,SZSE,XSHE,Zhejiang Narada Power Source,"Zhejiang Narada Power Source Co., Ltd.",BBG000Q962R1,BBG000Q963F2,Common Stock
SZSE::300069,300069,SZSE,SZSE,XSHE,Zhejiang Jinlihua Electric Co,"Jinlihua Electric Co., Ltd.",BBG000QFRP84,BBG000QFRQT9,Common Stock
SZSE::300070,300070,SZSE,SZSE,XSHE,Beijing Originwater Technology,"Beijing Originwater Technology Co., Ltd.",BBG000QDX9C3,BBG000QDXB74,Common Stock
SZSE::300071,300071,SZSE,SZSE,XSHE,Spearhead Integrated Marketing,"Fs Development Investment Co., Ltd.",BBG000PH3VH4,BBG000PH4Y87,Common Stock
SZSE::300072,300072,SZSE,SZSE,XSHE,Beijing Sanju Environmental,"Beijing Haixin Energy Technology Co., Ltd.",BBG000QFRLX5,BBG000QFRMK7,Common Stock
SZSE::300073,300073,SZSE,SZSE,XSHE,Beijing Easpring Material Tech,"Beijing Easpring Material Technology Co., Ltd.",BBG000QDX513,BBG000QDX648,Common Stock
SZSE::300074,300074,SZSE,SZSE,XSHE,AVCON Information Tech,"Avcon Information Technology Co., Ltd.",BBG000QHXPZ3,BBG000QHXQX3,Common Stock
SZSE::300075,300075,SZSE,SZSE,XSHE,Beijing eGOVA,"Beijing Egova Co., Ltd.",BBG000QHNYS3,BBG000QHNZQ2,Common Stock
SZSE::300076,300076,SZSE,SZSE,XSHE,Ningbo GQY Video Telecom,"Ningbo Gqy Video & Telecom Co., Ltd.",BBG000QFRK76,BBG000QFRKY6,Common Stock
SZSE::300077,300077,SZSE,SZSE,XSHE,Nations Technologies Inc,Nations Technologies Inc.,BBG000QK2209,BBG000QK22N4,Common Stock
SZSE::300078,300078,SZSE,SZSE,XSHE,Hangzhou Century Co Ltd,"Hangzhou Century Co., Ltd.",BBG000QHXR70,BBG000QHXSJ5,Common Stock
SZSE::300079,300079,SZSE,SZSE,XSHE,Sumavision Technologies,"Sumavision Technologies Co., Ltd.",BBG000QHXKV8,BBG000QHXN06,Common Stock
SZSE::300081,300081,SZSE,SZSE,XSHE,Hengxin Mobile Business,"Hengxin Shambala Culture Co., Ltd.",BBG000QN2QS0,BBG000QN2R35,Common Stock
