listing_key,ticker,exchange,current_name,twelvedata_name,twelvedata_type,type_scope,review_batch,name_score,adjudication_decision,apply_eligibility,evidence_tier,confidence,recommended_operation,source_gate,evidence_summary,provider_validation_status,provider_supports_twelvedata,provider_supports_local,provider_conflicts,openfigi_status,openfigi_figi,local_figi,figi_relation,venue_status,official_source_count,reference_scopes,verification_name_mismatch,masterfile_matches,reviewed_name_override,source_of_truth_outcome,source_of_truth_gate,deepseek_decision_candidate,deepseek_safe_action
OTC::FDVA,FDVA,OTC,Freedom Bank of Virginia,"Freedom Financial Holdings, Inc.",Common Stock,supported_core_stock_type,batch_a_us_core,0.56,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG0136JP060,BBG0136JP060,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::FITGF,FITGF,OTC,Foxconn Interconnect Technology Ltd.,FIT Hon Teng Ltd.,Common Stock,supported_core_stock_type,batch_a_us_core,0.372,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00VDFDBQ6,BBG00VDFDBQ6,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::FMCC,FMCC,OTC,Federal Home Loan Mortgage Corp,Freddie Mac,Common Stock,supported_core_stock_type,batch_a_us_core,0.324,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BF7Y65,BBG000BF7Y65,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::FMTYF,FMTYF,OTC,BANCO INVEX SA,Fibra Mty S.A.P.I. de C.V.,REIT,supported_core_stock_type,batch_a_us_core,0.286,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG01H9ZL3V0,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,accepted_source_gap,Canonical stock sector only after exchange/name gate; no ticker/name-only inference.,needs_official_evidence,needs_official_evidence
OTC::FNBKY,FNBKY,OTC,FinecoBank Banca Fineco S.p.A,FinecoBank S.p.A. Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.525,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00CL728P7,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::FNMA,FNMA,OTC,Federal National Mortgage Association,Fannie Mae,Common Stock,supported_core_stock_type,batch_a_us_core,0.255,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BJQ328,BBG000BJQ328,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::FPBC,FPBC,OTC,Friendly Hills Bancorp,First Pacific Bancorp Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.558,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG0123NKQ64,BBG0123NKQ64,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,accepted_source_gap,Canonical stock sector only after exchange/name gate; no ticker/name-only inference.,needs_official_evidence,needs_official_evidence
OTC::FRFR,FRFR,OTC,First Priority Tax Solutions Inc,Fritzy Tech Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.359,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG007BC0HY0,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::FSUMF,FSUMF,OTC,Fortescue Metals Group Ltd,Fortescue Ltd,Common Stock,supported_core_stock_type,batch_a_us_core,0.581,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000PFS5K4,BBG000PFS5K4,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GCWOF,GCWOF,OTC,Grupo Cementos de Chihuahua S.A.B. de C.V,"GCC, S.A.B. de C.V.",Common Stock,supported_core_stock_type,batch_a_us_core,0.571,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000BVPJ81,BBG000BVPJ81,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GDMIF,GDMIF,OTC,Goldstar Minerals Inc,Green Mining Innovation Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.35,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00KXH72D5,BBG00KXH72D5,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GEAGF,GEAGF,OTC,GEA Group Aktiengesellschaft,GEA Group AG,Common Stock,supported_core_stock_type,batch_a_us_core,0.486,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000C8WK80,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GEDSF,GEDSF,OTC,Richter Gedeon Vegyészeti Gyár Nyilvánosan Muködo Rt,Richter Gedeon Nyrt Spons GDR,Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.519,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000JPDZ83,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,accepted_source_gap,Canonical stock sector only after exchange/name gate; no ticker/name-only inference.,needs_official_evidence,needs_official_evidence
OTC::GEGR,GEGR,OTC,National Health Scan,Gaensel Energy Group Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.25,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000C0YH00,BBG000C0YH00,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GGGSY,GGGSY,OTC,Greggs plc,Greggs Plc Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.429,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000JSF901,BBG000JSF901,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GLPEY,GLPEY,OTC,Galp Energa,Galp Energia SGPS S.A. Unsponsored ADR,American Depositary Receipt,supported_core_stock_type,batch_a_us_core,0.458,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000MB3YK0,BBG000MB3YK0,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GLPGF,GLPGF,OTC,Galapagos NV,Lakefront Biotherapeutics,Common Stock,supported_core_stock_type,batch_a_us_core,0.235,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000FVZZN3,BBG000FVZZN3,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GLVT,GLVT,OTC,Greenlit Ventures Inc,Ms Young Adventure Enterprises Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.426,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00SY467J0,BBG00SY467J0,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GMEV,GMEV,OTC,Great China Mania Holdings Inc,GME Innotainment Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.381,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000RGR0Z6,BBG000RGR0Z6,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GOOLF,GOOLF,OTC,Aquarius AI Inc,P2Earn Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.235,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00MQ2XHV0,BBG00MQ2XHV0,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GRDAF,GRDAF,OTC,Guardforce AI Co. Limited,Grounded Lithium Corp.,Common Stock,supported_core_stock_type,batch_a_us_core,0.414,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000HY9293,BBG000HY9293,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GRKZF,GRKZF,OTC,Greek Organization of Football Prognostics S.A,Allwyn AG,Common Stock,supported_core_stock_type,batch_a_us_core,0.154,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000L1RDW0,BBG000L1RDW0,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GRPS,GRPS,OTC,"Trans American Aquaculture, Inc",Gold River Productions Inc.,Common Stock,supported_core_stock_type,batch_a_us_core,0.125,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG000J403M9,BBG000J403M9,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
OTC::GSTC,GSTC,OTC,AngioSoma Inc,Globestar Therapeutics Corp.,Common Stock,supported_core_stock_type,batch_a_us_core,0.194,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.91,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=local_figi_match.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG001PR6FP3,BBG001PR6FP3,local_figi_match,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,accepted_source_gap,Canonical stock sector only after exchange/name gate; no ticker/name-only inference.,needs_official_evidence,needs_official_evidence
OTC::GTGEF,GTGEF,OTC,G2 Technologies Corp,G2 Energy Corp.,Common Stock,supported_core_stock_type,batch_a_us_core,0.5,apply_twelvedata_name_identifier_supported,apply_ready,identifier,0.88,build_metadata_name_update,OpenFIGI supports the Twelve Data name without conflicting with the local listing FIGI.,OpenFIGI supports Twelve Data name; FIGI relation=openfigi_only.,second_source_supports_twelvedata_name,OpenFIGI,,false,ok,BBG00JRGX7D7,,openfigi_only,official_full,3,exchange_directory|listed_companies_subset|security_lookup_subset,952,7640,,,,needs_official_evidence,needs_official_evidence
